Inns,Score,Overs,Conc,Wkts,Ct,St,Unnamed: 7,Opposition,Ground,Start Date,        Type,Format,Team
1,12,-,-,-,-,-,,ODI v Sri Lanka,Dambulla,18-Aug-08,ODI # 2742,ODI ,Sri Lanka
2,-,DNB,-,-,0,0,,ODI v Sri Lanka,Dambulla,18-Aug-08,ODI # 2742,ODI ,Sri Lanka
1,-,DNB,-,-,3,0,,ODI v Sri Lanka,Dambulla,20-Aug-08,ODI # 2745,ODI ,Sri Lanka
2,37,-,-,-,-,-,,ODI v Sri Lanka,Dambulla,20-Aug-08,ODI # 2745,ODI ,Sri Lanka
1,25,-,-,-,-,-,,ODI v Sri Lanka,Colombo (RPS),24-Aug-08,ODI # 2750,ODI ,Sri Lanka
2,-,DNB,-,-,0,0,,ODI v Sri Lanka,Colombo (RPS),24-Aug-08,ODI # 2750,ODI ,Sri Lanka
1,54,-,-,-,-,-,,ODI v Sri Lanka,Colombo (RPS),27-Aug-08,ODI # 2755,ODI ,Sri Lanka
2,-,DNB,-,-,0,0,,ODI v Sri Lanka,Colombo (RPS),27-Aug-08,ODI # 2755,ODI ,Sri Lanka
1,-,DNB,-,-,0,0,,ODI v Sri Lanka,Colombo (RPS),29-Aug-08,ODI # 2756,ODI ,Sri Lanka
2,31,-,-,-,-,-,,ODI v Sri Lanka,Colombo (RPS),29-Aug-08,ODI # 2756,ODI ,Sri Lanka
1,2*,-,-,-,-,-,,ODI v Sri Lanka,Colombo (RPS),14-Sep-09,ODI # 2889,ODI ,Sri Lanka
2,-,DNB,-,-,0,0,,ODI v Sri Lanka,Colombo (RPS),14-Sep-09,ODI # 2889,ODI ,Sri Lanka
1,-,3,21,0,1,0,,ODI v Pakistan,Centurion,26-Sep-09,ODI # 2898,ODI ,Pakistan
2,16,-,-,-,-,-,,ODI v Pakistan,Centurion,26-Sep-09,ODI # 2898,ODI ,Pakistan
0,TDNB,-,-,-,-,-,,ODI v Australia,Centurion,28-Sep-09,ODI # 2901,ODI ,Australia
1,-,DNB,-,-,0,0,,ODI v Australia,Centurion,28-Sep-09,ODI # 2901,ODI ,Australia
1,-,DNB,-,-,0,0,,ODI v West Indies,Johannesburg,30-Sep-09,ODI # 2904,ODI ,West Indies
2,79*,-,-,-,-,-,,ODI v West Indies,Johannesburg,30-Sep-09,ODI # 2904,ODI ,West Indies
1,-,DNB,-,-,1,0,,ODI v Australia,Vadodara,25-Oct-09,ODI # 2913,ODI ,Australia
2,30,-,-,-,-,-,,ODI v Australia,Vadodara,25-Oct-09,ODI # 2913,ODI ,Australia
1,-,DNB,-,-,0,0,,ODI v Australia,Mohali,02-Nov-09,ODI # 2919,ODI ,Australia
2,10,-,-,-,-,-,,ODI v Australia,Mohali,02-Nov-09,ODI # 2919,ODI ,Australia
1,27,-,-,-,-,-,,ODI v Sri Lanka,Rajkot,15-Dec-09,ODI # 2932,ODI ,Sri Lanka
2,-,DNB,-,-,0,0,,ODI v Sri Lanka,Rajkot,15-Dec-09,ODI # 2932,ODI ,Sri Lanka
1,54,-,-,-,-,-,,ODI v Sri Lanka,Nagpur,18-Dec-09,ODI # 2933,ODI ,Sri Lanka
2,-,DNB,-,-,1,0,,ODI v Sri Lanka,Nagpur,18-Dec-09,ODI # 2933,ODI ,Sri Lanka
1,-,DNB,-,-,1,0,,ODI v Sri Lanka,Eden Gardens,24-Dec-09,ODI # 2935,ODI ,Sri Lanka
2,107,-,-,-,-,-,,ODI v Sri Lanka,Eden Gardens,24-Dec-09,ODI # 2935,ODI ,Sri Lanka
0,TDNB,-,-,-,-,-,,ODI v Sri Lanka,Delhi,27-Dec-09,ODI # 2936,ODI ,Sri Lanka
1,-,DNB,-,-,0,0,,ODI v Sri Lanka,Delhi,27-Dec-09,ODI # 2936,ODI ,Sri Lanka
1,9,-,-,-,-,-,,ODI v Sri Lanka,Mirpur,05-Jan-10,ODI # 2938,ODI ,Sri Lanka
2,-,DNB,-,-,0,0,,ODI v Sri Lanka,Mirpur,05-Jan-10,ODI # 2938,ODI ,Sri Lanka
1,-,DNB,-,-,1,0,,ODI v Bangladesh,Mirpur,07-Jan-10,ODI # 2939,ODI ,Bangladesh
2,91,-,-,-,-,-,,ODI v Bangladesh,Mirpur,07-Jan-10,ODI # 2939,ODI ,Bangladesh
1,-,DNB,-,-,1,0,,ODI v Sri Lanka,Mirpur,10-Jan-10,ODI # 2941,ODI ,Sri Lanka
2,71*,-,-,-,-,-,,ODI v Sri Lanka,Mirpur,10-Jan-10,ODI # 2941,ODI ,Sri Lanka
1,-,DNB,-,-,1,0,,ODI v Bangladesh,Mirpur,11-Jan-10,ODI # 2942,ODI ,Bangladesh
2,102*,-,-,-,-,-,,ODI v Bangladesh,Mirpur,11-Jan-10,ODI # 2942,ODI ,Bangladesh
1,2,-,-,-,-,-,,ODI v Sri Lanka,Mirpur,13-Jan-10,ODI # 2943,ODI ,Sri Lanka
2,-,1.4,12,0,1,0,,ODI v Sri Lanka,Mirpur,13-Jan-10,ODI # 2943,ODI ,Sri Lanka
1,31,-,-,-,-,-,,ODI v South Africa,Jaipur,21-Feb-10,ODI # 2961,ODI ,South Africa
2,-,DNB,-,-,1,0,,ODI v South Africa,Jaipur,21-Feb-10,ODI # 2961,ODI ,South Africa
1,DNB,-,-,-,-,-,,ODI v South Africa,Gwalior,24-Feb-10,ODI # 2962,ODI ,South Africa
2,-,DNB,-,-,0,0,,ODI v South Africa,Gwalior,24-Feb-10,ODI # 2962,ODI ,South Africa
1,-,2,11,0,0,0,,ODI v South Africa,Ahmedabad,27-Feb-10,ODI # 2963,ODI ,South Africa
2,57,-,-,-,-,-,,ODI v South Africa,Ahmedabad,27-Feb-10,ODI # 2963,ODI ,South Africa
1,0,-,-,-,-,-,,ODI v Zimbabwe,Bulawayo,28-May-10,ODI # 2981,ODI ,Zimbabwe
2,-,DNB,-,-,0,0,,ODI v Zimbabwe,Bulawayo,28-May-10,ODI # 2981,ODI ,Zimbabwe
1,-,DNB,-,-,0,0,,ODI v Sri Lanka,Bulawayo,30-May-10,ODI # 2983,ODI ,Sri Lanka
2,82,-,-,-,-,-,,ODI v Sri Lanka,Bulawayo,30-May-10,ODI # 2983,ODI ,Sri Lanka
1,18,-,-,-,-,-,,ODI v Zimbabwe,Harare,03-Jun-10,ODI # 2986,ODI ,Zimbabwe
2,-,DNB,-,-,1,0,,ODI v Zimbabwe,Harare,03-Jun-10,ODI # 2986,ODI ,Zimbabwe
1,68,-,-,-,-,-,,ODI v Sri Lanka,Harare,05-Jun-10,ODI # 2988,ODI ,Sri Lanka
2,-,DNB,-,-,1,0,,ODI v Sri Lanka,Harare,05-Jun-10,ODI # 2988,ODI ,Sri Lanka
1,-,DNB,-,-,0,0,,T20I v Zimbabwe,Harare,12-Jun-10,T20I # 182,T20I, Zimbabwe
2,26*,-,-,-,-,-,,T20I v Zimbabwe,Harare,12-Jun-10,T20I # 182,T20I, Zimbabwe
1,-,DNB,-,-,0,0,,T20I v Zimbabwe,Harare,13-Jun-10,T20I # 183,T20I, Zimbabwe
2,DNB,-,-,-,-,-,,T20I v Zimbabwe,Harare,13-Jun-10,T20I # 183,T20I, Zimbabwe
1,-,DNB,-,-,0,0,,ODI v Bangladesh,Dambulla,16-Jun-10,ODI # 2993,ODI ,Bangladesh
2,11,-,-,-,-,-,,ODI v Bangladesh,Dambulla,16-Jun-10,ODI # 2993,ODI ,Bangladesh
1,-,DNB,-,-,1,0,,ODI v Pakistan,Dambulla,19-Jun-10,ODI # 2996,ODI ,Pakistan
2,18,-,-,-,-,-,,ODI v Pakistan,Dambulla,19-Jun-10,ODI # 2996,ODI ,Pakistan
1,10,-,-,-,-,-,,ODI v Sri Lanka,Dambulla,22-Jun-10,ODI # 2999,ODI ,Sri Lanka
2,-,DNB,-,-,0,0,,ODI v Sri Lanka,Dambulla,22-Jun-10,ODI # 2999,ODI ,Sri Lanka
1,28,-,-,-,-,-,,ODI v Sri Lanka,Dambulla,24-Jun-10,ODI # 3001,ODI ,Sri Lanka
2,-,3,16,0,0,0,,ODI v Sri Lanka,Dambulla,24-Jun-10,ODI # 3001,ODI ,Sri Lanka
1,-,DNB,-,-,0,0,,ODI v Sri Lanka,Dambulla,16-Aug-10,ODI # 3032,ODI ,Sri Lanka
2,0,-,-,-,-,-,,ODI v Sri Lanka,Dambulla,16-Aug-10,ODI # 3032,ODI ,Sri Lanka
1,8,-,-,-,-,-,,ODI v New Zealand,Dambulla,25-Aug-10,ODI # 3039,ODI ,New Zealand
2,-,DNB,-,-,0,0,,ODI v New Zealand,Dambulla,25-Aug-10,ODI # 3039,ODI ,New Zealand
1,-,DNB,-,-,0,0,,ODI v Sri Lanka,Dambulla,28-Aug-10,ODI # 3040,ODI ,Sri Lanka
2,37,-,-,-,-,-,,ODI v Sri Lanka,Dambulla,28-Aug-10,ODI # 3040,ODI ,Sri Lanka
1,-,DNB,-,-,0,0,,ODI v Australia,Visakhapatnam,20-Oct-10,ODI # 3060,ODI ,Australia
2,118,-,-,-,-,-,,ODI v Australia,Visakhapatnam,20-Oct-10,ODI # 3060,ODI ,Australia
1,105,-,-,-,-,-,,ODI v New Zealand,Guwahati,28-Nov-10,ODI # 3070,ODI ,New Zealand
2,-,DNB,-,-,0,0,,ODI v New Zealand,Guwahati,28-Nov-10,ODI # 3070,ODI ,New Zealand
1,-,DNB,-,-,1,0,,ODI v New Zealand,Jaipur,01-Dec-10,ODI # 3072,ODI ,New Zealand
2,64,-,-,-,-,-,,ODI v New Zealand,Jaipur,01-Dec-10,ODI # 3072,ODI ,New Zealand
1,-,DNB,-,-,0,0,,ODI v New Zealand,Vadodara,04-Dec-10,ODI # 3074,ODI ,New Zealand
2,63*,-,-,-,-,-,,ODI v New Zealand,Vadodara,04-Dec-10,ODI # 3074,ODI ,New Zealand
1,-,DNB,-,-,0,0,,ODI v New Zealand,Bengaluru,07-Dec-10,ODI # 3076,ODI ,New Zealand
2,0,-,-,-,-,-,,ODI v New Zealand,Bengaluru,07-Dec-10,ODI # 3076,ODI ,New Zealand
1,-,DNB,-,-,0,0,,ODI v New Zealand,Chennai,10-Dec-10,ODI # 3077,ODI ,New Zealand
2,2,-,-,-,-,-,,ODI v New Zealand,Chennai,10-Dec-10,ODI # 3077,ODI ,New Zealand
1,28,-,-,-,-,-,,T20I v South Africa,Durban,09-Jan-11,T20I # 196,T20I, South Africa
2,-,DNB,-,-,1,0,,T20I v South Africa,Durban,09-Jan-11,T20I # 196,T20I, South Africa
1,-,DNB,-,-,0,0,,ODI v South Africa,Durban,12-Jan-11,ODI # 3079,ODI ,South Africa
2,54,-,-,-,-,-,,ODI v South Africa,Durban,12-Jan-11,ODI # 3079,ODI ,South Africa
1,22,-,-,-,-,-,,ODI v South Africa,Johannesburg,15-Jan-11,ODI # 3080,ODI ,South Africa
2,-,DNB,-,-,0,0,,ODI v South Africa,Johannesburg,15-Jan-11,ODI # 3080,ODI ,South Africa
1,-,DNB,-,-,3,0,,ODI v South Africa,Cape Town,18-Jan-11,ODI # 3082,ODI ,South Africa
2,28,-,-,-,-,-,,ODI v South Africa,Cape Town,18-Jan-11,ODI # 3082,ODI ,South Africa
1,-,DNB,-,-,1,0,,ODI v South Africa,Gqeberha,21-Jan-11,ODI # 3084,ODI ,South Africa
2,87*,-,-,-,-,-,,ODI v South Africa,Gqeberha,21-Jan-11,ODI # 3084,ODI ,South Africa
1,-,DNB,-,-,0,0,,ODI v South Africa,Centurion,23-Jan-11,ODI # 3087,ODI ,South Africa
2,2,-,-,-,-,-,,ODI v South Africa,Centurion,23-Jan-11,ODI # 3087,ODI ,South Africa
1,100*,-,-,-,-,-,,ODI v Bangladesh,Mirpur,19-Feb-11,ODI # 3100,ODI ,Bangladesh
2,-,DNB,-,-,0,0,,ODI v Bangladesh,Mirpur,19-Feb-11,ODI # 3100,ODI ,Bangladesh
1,8,-,-,-,-,-,,ODI v England,Bengaluru,27-Feb-11,ODI # 3110,ODI ,England
2,-,DNB,-,-,1,0,,ODI v England,Bengaluru,27-Feb-11,ODI # 3110,ODI ,England
1,-,DNB,-,-,0,0,,ODI v Ireland,Bengaluru,06-Mar-11,ODI # 3121,ODI ,Ireland
2,34,-,-,-,-,-,,ODI v Ireland,Bengaluru,06-Mar-11,ODI # 3121,ODI ,Ireland
1,-,DNB,-,-,0,0,,ODI v Netherlands,Delhi,09-Mar-11,ODI # 3124,ODI ,Netherlands
2,12,-,-,-,-,-,,ODI v Netherlands,Delhi,09-Mar-11,ODI # 3124,ODI ,Netherlands
1,1,-,-,-,-,-,,ODI v South Africa,Nagpur,12-Mar-11,ODI # 3128,ODI ,South Africa
2,-,DNB,-,-,1,0,,ODI v South Africa,Nagpur,12-Mar-11,ODI # 3128,ODI ,South Africa
1,59,-,-,-,-,-,,ODI v West Indies,Chennai,20-Mar-11,ODI # 3141,ODI ,West Indies
2,-,DNB,-,-,0,0,,ODI v West Indies,Chennai,20-Mar-11,ODI # 3141,ODI ,West Indies
1,-,1,6,0,0,0,,ODI v Australia,Ahmedabad,24-Mar-11,ODI # 3143,ODI ,Australia
2,24,-,-,-,-,-,,ODI v Australia,Ahmedabad,24-Mar-11,ODI # 3143,ODI ,Australia
1,9,-,-,-,-,-,,ODI v Pakistan,Mohali,30-Mar-11,ODI # 3147,ODI ,Pakistan
2,-,DNB,-,-,1,0,,ODI v Pakistan,Mohali,30-Mar-11,ODI # 3147,ODI ,Pakistan
1,-,1,6,0,0,0,,ODI v Sri Lanka,Wankhede,02-Apr-11,ODI # 3148,ODI ,Sri Lanka
2,35,-,-,-,-,-,,ODI v Sri Lanka,Wankhede,02-Apr-11,ODI # 3148,ODI ,Sri Lanka
1,14,-,-,-,-,-,,T20I v West Indies,Port of Spain,04-Jun-11,T20I # 200,T20I, West Indies
2,-,DNB,-,-,2,0,,T20I v West Indies,Port of Spain,04-Jun-11,T20I # 200,T20I, West Indies
1,-,3,16,0,1,0,,ODI v West Indies,Port of Spain,06-Jun-11,ODI # 3159,ODI ,West Indies
2,2,-,-,-,-,-,,ODI v West Indies,Port of Spain,06-Jun-11,ODI # 3159,ODI ,West Indies
1,-,DNB,-,-,0,0,,ODI v West Indies,Port of Spain,08-Jun-11,ODI # 3160,ODI ,West Indies
2,81,-,-,-,-,-,,ODI v West Indies,Port of Spain,08-Jun-11,ODI # 3160,ODI ,West Indies
1,-,1,7,0,1,0,,ODI v West Indies,North Sound,11-Jun-11,ODI # 3161,ODI ,West Indies
2,0,-,-,-,-,-,,ODI v West Indies,North Sound,11-Jun-11,ODI # 3161,ODI ,West Indies
1,-,DNB,-,-,2,0,,ODI v West Indies,North Sound,13-Jun-11,ODI # 3162,ODI ,West Indies
2,22,-,-,-,-,-,,ODI v West Indies,North Sound,13-Jun-11,ODI # 3162,ODI ,West Indies
1,94,-,-,-,-,-,,ODI v West Indies,Kingston,16-Jun-11,ODI # 3163,ODI ,West Indies
2,-,3,13,0,0,0,,ODI v West Indies,Kingston,16-Jun-11,ODI # 3163,ODI ,West Indies
1,4,-,-,-,-,-,,Test v West Indies,Kingston,20-Jun-11,Test # 1997,Test, West Indies
2,-,DNB,-,-,0,0,,Test v West Indies,Kingston,20-Jun-11,Test # 1997,Test, West Indies
3,15,-,-,-,-,-,,Test v West Indies,Kingston,20-Jun-11,Test # 1997,Test, West Indies
4,-,DNB,-,-,2,0,,Test v West Indies,Kingston,20-Jun-11,Test # 1997,Test, West Indies
1,0,-,-,-,-,-,,Test v West Indies,Bridgetown,28-Jun-11,Test # 1998,Test, West Indies
2,-,DNB,-,-,2,0,,Test v West Indies,Bridgetown,28-Jun-11,Test # 1998,Test, West Indies
3,27,-,-,-,-,-,,Test v West Indies,Bridgetown,28-Jun-11,Test # 1998,Test, West Indies
4,-,DNB,-,-,0,0,,Test v West Indies,Bridgetown,28-Jun-11,Test # 1998,Test, West Indies
1,-,DNB,-,-,0,0,,Test v West Indies,Roseau,06-Jul-11,Test # 1999,Test, West Indies
2,30,-,-,-,-,-,,Test v West Indies,Roseau,06-Jul-11,Test # 1999,Test, West Indies
3,-,DNB,-,-,1,0,,Test v West Indies,Roseau,06-Jul-11,Test # 1999,Test, West Indies
4,DNB,-,-,-,-,-,,Test v West Indies,Roseau,06-Jul-11,Test # 1999,Test, West Indies
1,4,-,-,-,-,-,,T20I v England,Manchester,31-Aug-11,T20I # 204,T20I, England
2,-,3,22,1,0,0,,T20I v England,Manchester,31-Aug-11,T20I # 204,T20I, England
1,55,-,-,-,-,-,,ODI v England,Chester-le-Street,03-Sep-11,ODI # 3186,ODI ,England
2,-,DNB,-,-,0,0,,ODI v England,Chester-le-Street,03-Sep-11,ODI # 3186,ODI ,England
1,9,-,-,-,-,-,,ODI v England,Southampton,06-Sep-11,ODI # 3187,ODI ,England
2,-,3,22,0,2,0,,ODI v England,Southampton,06-Sep-11,ODI # 3187,ODI ,England
1,7,-,-,-,-,-,,ODI v England,The Oval,09-Sep-11,ODI # 3189,ODI ,England
2,-,DNB,-,-,0,0,,ODI v England,The Oval,09-Sep-11,ODI # 3189,ODI ,England
1,16,-,-,-,-,-,,ODI v England,Lord's,11-Sep-11,ODI # 3191,ODI ,England
2,-,DNB,-,-,1,0,,ODI v England,Lord's,11-Sep-11,ODI # 3191,ODI ,England
1,107,-,-,-,-,-,,ODI v England,Cardiff,16-Sep-11,ODI # 3195,ODI ,England
2,-,6,44,1,0,0,,ODI v England,Cardiff,16-Sep-11,ODI # 3195,ODI ,England
1,37,-,-,-,-,-,,ODI v England,Hyderabad,14-Oct-11,ODI # 3199,ODI ,England
2,-,3,11,0,0,0,,ODI v England,Hyderabad,14-Oct-11,ODI # 3199,ODI ,England
1,-,5,18,0,2,0,,ODI v England,Delhi,17-Oct-11,ODI # 3201,ODI ,England
2,112*,-,-,-,-,-,,ODI v England,Delhi,17-Oct-11,ODI # 3201,ODI ,England
1,-,3,20,1,0,0,,ODI v England,Mohali,20-Oct-11,ODI # 3205,ODI ,England
2,35,-,-,-,-,-,,ODI v England,Mohali,20-Oct-11,ODI # 3205,ODI ,England
1,-,4,14,0,1,0,,ODI v England,Wankhede,23-Oct-11,ODI # 3207,ODI ,England
2,86*,-,-,-,-,-,,ODI v England,Wankhede,23-Oct-11,ODI # 3207,ODI ,England
1,0,-,-,-,-,-,,ODI v England,Eden Gardens,25-Oct-11,ODI # 3210,ODI ,England
2,-,DNB,-,-,1,0,,ODI v England,Eden Gardens,25-Oct-11,ODI # 3210,ODI ,England
1,15,-,-,-,-,-,,T20I v England,Eden Gardens,29-Oct-11,T20I # 214,T20I, England
2,-,2.4,13,1,0,0,,T20I v England,Eden Gardens,29-Oct-11,T20I # 214,T20I, England
1,-,2,9,0,2,0,,Test v West Indies,Wankhede,22-Nov-11,Test # 2019,Test, West Indies
2,52,-,-,-,-,-,,Test v West Indies,Wankhede,22-Nov-11,Test # 2019,Test, West Indies
3,-,DNB,-,-,0,0,,Test v West Indies,Wankhede,22-Nov-11,Test # 2019,Test, West Indies
4,63,-,-,-,-,-,,Test v West Indies,Wankhede,22-Nov-11,Test # 2019,Test, West Indies
1,-,DNB,-,-,1,0,,ODI v West Indies,Cuttack,29-Nov-11,ODI # 3217,ODI ,West Indies
2,3,-,-,-,-,-,,ODI v West Indies,Cuttack,29-Nov-11,ODI # 3217,ODI ,West Indies
1,-,DNB,-,-,0,0,,ODI v West Indies,Visakhapatnam,02-Dec-11,ODI # 3219,ODI ,West Indies
2,117,-,-,-,-,-,,ODI v West Indies,Visakhapatnam,02-Dec-11,ODI # 3219,ODI ,West Indies
1,-,DNB,-,-,0,0,,ODI v West Indies,Ahmedabad,05-Dec-11,ODI # 3221,ODI ,West Indies
2,20,-,-,-,-,-,,ODI v West Indies,Ahmedabad,05-Dec-11,ODI # 3221,ODI ,West Indies
1,23*,-,-,-,-,-,,ODI v West Indies,Indore,08-Dec-11,ODI # 3223,ODI ,West Indies
2,-,DNB,-,-,0,0,,ODI v West Indies,Indore,08-Dec-11,ODI # 3223,ODI ,West Indies
1,80,-,-,-,-,-,,ODI v West Indies,Chennai,11-Dec-11,ODI # 3224,ODI ,West Indies
2,-,1,11,0,0,0,,ODI v West Indies,Chennai,11-Dec-11,ODI # 3224,ODI ,West Indies
1,-,DNB,-,-,2,0,,Test v Australia,Melbourne,26-Dec-11,Test # 2025,Test, Australia
2,11,-,-,-,-,-,,Test v Australia,Melbourne,26-Dec-11,Test # 2025,Test, Australia
3,-,DNB,-,-,0,0,,Test v Australia,Melbourne,26-Dec-11,Test # 2025,Test, Australia
4,0,-,-,-,-,-,,Test v Australia,Melbourne,26-Dec-11,Test # 2025,Test, Australia
1,23,-,-,-,-,-,,Test v Australia,Sydney,03-Jan-12,Test # 2027,Test, Australia
2,-,8,23,0,0,0,,Test v Australia,Sydney,03-Jan-12,Test # 2027,Test, Australia
3,9,-,-,-,-,-,,Test v Australia,Sydney,03-Jan-12,Test # 2027,Test, Australia
1,44,-,-,-,-,-,,Test v Australia,Perth,13-Jan-12,Test # 2029,Test, Australia
2,-,DNB,-,-,1,0,,Test v Australia,Perth,13-Jan-12,Test # 2029,Test, Australia
3,75,-,-,-,-,-,,Test v Australia,Perth,13-Jan-12,Test # 2029,Test, Australia
1,-,1,3,0,0,0,,Test v Australia,Adelaide,24-Jan-12,Test # 2031,Test, Australia
2,116,-,-,-,-,-,,Test v Australia,Adelaide,24-Jan-12,Test # 2031,Test, Australia
3,-,DNB,-,-,0,0,,Test v Australia,Adelaide,24-Jan-12,Test # 2031,Test, Australia
4,22,-,-,-,-,-,,Test v Australia,Adelaide,24-Jan-12,Test # 2031,Test, Australia
1,-,DNB,-,-,0,0,,T20I v Australia,Sydney,01-Feb-12,T20I # 217,T20I, Australia
2,22,-,-,-,-,-,,T20I v Australia,Sydney,01-Feb-12,T20I # 217,T20I, Australia
1,-,1,7,0,0,0,,T20I v Australia,Melbourne,03-Feb-12,T20I # 218,T20I, Australia
2,31,-,-,-,-,-,,T20I v Australia,Melbourne,03-Feb-12,T20I # 218,T20I, Australia
1,-,1,4,0,1,0,,ODI v Australia,Melbourne,05-Feb-12,ODI # 3231,ODI ,Australia
2,31,-,-,-,-,-,,ODI v Australia,Melbourne,05-Feb-12,ODI # 3231,ODI ,Australia
1,-,DNB,-,-,1,0,,ODI v Sri Lanka,Perth,08-Feb-12,ODI # 3233,ODI ,Sri Lanka
2,77,-,-,-,-,-,,ODI v Sri Lanka,Perth,08-Feb-12,ODI # 3233,ODI ,Sri Lanka
1,-,DNB,-,-,1,0,,ODI v Australia,Adelaide,12-Feb-12,ODI # 3237,ODI ,Australia
2,18,-,-,-,-,-,,ODI v Australia,Adelaide,12-Feb-12,ODI # 3237,ODI ,Australia
1,-,DNB,-,-,1,0,,ODI v Sri Lanka,Adelaide,14-Feb-12,ODI # 3239,ODI ,Sri Lanka
2,15,-,-,-,-,-,,ODI v Sri Lanka,Adelaide,14-Feb-12,ODI # 3239,ODI ,Sri Lanka
1,-,DNB,-,-,1,0,,ODI v Australia,Brisbane,19-Feb-12,ODI # 3244,ODI ,Australia
2,12,-,-,-,-,-,,ODI v Australia,Brisbane,19-Feb-12,ODI # 3244,ODI ,Australia
1,-,1,14,0,0,0,,ODI v Sri Lanka,Brisbane,21-Feb-12,ODI # 3246,ODI ,Sri Lanka
2,66,-,-,-,-,-,,ODI v Sri Lanka,Brisbane,21-Feb-12,ODI # 3246,ODI ,Sri Lanka
1,-,DNB,-,-,1,0,,ODI v Australia,Sydney,26-Feb-12,ODI # 3250,ODI ,Australia
2,21,-,-,-,-,-,,ODI v Australia,Sydney,26-Feb-12,ODI # 3250,ODI ,Australia
1,-,DNB,-,-,0,0,,ODI v Sri Lanka,Hobart,28-Feb-12,ODI # 3251,ODI ,Sri Lanka
2,133*,-,-,-,-,-,,ODI v Sri Lanka,Hobart,28-Feb-12,ODI # 3251,ODI ,Sri Lanka
1,108,-,-,-,-,-,,ODI v Sri Lanka,Mirpur,13-Mar-12,ODI # 3259,ODI ,Sri Lanka
2,-,DNB,-,-,2,0,,ODI v Sri Lanka,Mirpur,13-Mar-12,ODI # 3259,ODI ,Sri Lanka
1,66,-,-,-,-,-,,ODI v Bangladesh,Mirpur,16-Mar-12,ODI # 3261,ODI ,Bangladesh
2,-,DNB,-,-,0,0,,ODI v Bangladesh,Mirpur,16-Mar-12,ODI # 3261,ODI ,Bangladesh
1,-,DNB,-,-,2,0,,ODI v Pakistan,Mirpur,18-Mar-12,ODI # 3263,ODI ,Pakistan
2,183,-,-,-,-,-,,ODI v Pakistan,Mirpur,18-Mar-12,ODI # 3263,ODI ,Pakistan
1,-,1,15,0,0,0,,T20I v South Africa,Johannesburg,30-Mar-12,T20I # 242,T20I, South Africa
2,DNB,-,-,-,-,-,,T20I v South Africa,Johannesburg,30-Mar-12,T20I # 242,T20I, South Africa
1,106,-,-,-,-,-,,ODI v Sri Lanka,Hambantota,21-Jul-12,ODI # 3291,ODI ,Sri Lanka
2,-,DNB,-,-,1,0,,ODI v Sri Lanka,Hambantota,21-Jul-12,ODI # 3291,ODI ,Sri Lanka
1,1,-,-,-,-,-,,ODI v Sri Lanka,Hambantota,24-Jul-12,ODI # 3292,ODI ,Sri Lanka
2,-,DNB,-,-,0,0,,ODI v Sri Lanka,Hambantota,24-Jul-12,ODI # 3292,ODI ,Sri Lanka
1,-,DNB,-,-,1,0,,ODI v Sri Lanka,Colombo (RPS),28-Jul-12,ODI # 3293,ODI ,Sri Lanka
2,38,-,-,-,-,-,,ODI v Sri Lanka,Colombo (RPS),28-Jul-12,ODI # 3293,ODI ,Sri Lanka
1,-,2,7,0,1,0,,ODI v Sri Lanka,Colombo (RPS),31-Jul-12,ODI # 3294,ODI ,Sri Lanka
2,128*,-,-,-,-,-,,ODI v Sri Lanka,Colombo (RPS),31-Jul-12,ODI # 3294,ODI ,Sri Lanka
1,23,-,-,-,-,-,,ODI v Sri Lanka,Pallekele,04-Aug-12,ODI # 3295,ODI ,Sri Lanka
2,-,1,3,0,1,0,,ODI v Sri Lanka,Pallekele,04-Aug-12,ODI # 3295,ODI ,Sri Lanka
1,68,-,-,-,-,-,,T20I v Sri Lanka,Pallekele,07-Aug-12,T20I # 255,T20I, Sri Lanka
2,-,3,13,0,1,0,,T20I v Sri Lanka,Pallekele,07-Aug-12,T20I # 255,T20I, Sri Lanka
1,58,-,-,-,-,-,,Test v New Zealand,Hyderabad,23-Aug-12,Test # 2054,Test, New Zealand
2,-,DNB,-,-,3,0,,Test v New Zealand,Hyderabad,23-Aug-12,Test # 2054,Test, New Zealand
3,-,DNB,-,-,1,0,,Test v New Zealand,Hyderabad,23-Aug-12,Test # 2054,Test, New Zealand
1,-,DNB,-,-,0,0,,Test v New Zealand,Bengaluru,31-Aug-12,Test # 2055,Test, New Zealand
2,103,-,-,-,-,-,,Test v New Zealand,Bengaluru,31-Aug-12,Test # 2055,Test, New Zealand
3,-,DNB,-,-,0,0,,Test v New Zealand,Bengaluru,31-Aug-12,Test # 2055,Test, New Zealand
4,51*,-,-,-,-,-,,Test v New Zealand,Bengaluru,31-Aug-12,Test # 2055,Test, New Zealand
1,-,3,27,0,0,0,,T20I v New Zealand,Chennai,11-Sep-12,T20I # 261,T20I, New Zealand
2,70,-,-,-,-,-,,T20I v New Zealand,Chennai,11-Sep-12,T20I # 261,T20I, New Zealand
1,50,-,-,-,-,-,,T20I v Afghanistan,Colombo (RPS),19-Sep-12,T20I # 265,T20I, Afghanistan
2,-,DNB,-,-,0,0,,T20I v Afghanistan,Colombo (RPS),19-Sep-12,T20I # 265,T20I, Afghanistan
1,40,-,-,-,-,-,,T20I v England,Colombo (RPS),23-Sep-12,T20I # 272,T20I, England
2,-,DNB,-,-,1,0,,T20I v England,Colombo (RPS),23-Sep-12,T20I # 272,T20I, England
